1, 3
2, 75
3, 1
4, 2
5, 62
6, 4
7, 16
8, 174
9, 1
10, 6
11, 71
12, 2
13, 6
14, 3
15, 3
16, 24
17, 1
18, 1
19, 2
20, 37
21, 37
22, 39
23, 35
24, 19
25, 20
26, 5
27, 285
28, 6
29, 43
30, 17
31, 3
32, 10
33, 5
34, 10
35, 1
36, 2
37, 3
38, 2
39, 1
40, 19
41, 1
42, 2
43, 6
44, 4
45, 2
46, 1
47, 2
48, 1
49, 1
50, 13
51, 1
52, 1
53, 1
54, 9
55, 1
56, 1
57, 1
58, 10
59, 4
60, 18
61, 2
62, 2
63, 23
64, 5
65, 1
66, 1
67, 1
68, 1
69, 1
70, 1
71, 1
72, 1
73, 1
74, 1
75, 3
76, 1
77, 1
78, 1
79, 1
80, 1
81, 1
82, 1
83, 1
84, 1
85, 1
86, 24
87, 2
88, 1
89, 2
90, 2
91, 1
92, 13
93, 1
94, 1
95, 1
96, 1
97, 1
98, 1
99, 1
100, 1
101, 1
102, 1
103, 1
104, 5
105, 22
106, 15
107, 1
108, 1
109, 1
110, 1
111, 1
112, 6
113, 1
114, 2
115, 1
116, 1
117, 1
118, 1
119, 3
120, 1
121, 2
122, 4
123, 2
124, 3
125, 1
126, 2
127, 5
128, 1
129, 2
130, 1
131, 1
132, 6
133, 2
134, 1
135, 1
136, 1
137, 1
138, 21
139, 1
140, 1
141, 2
142, 1
143, 1
144, 4
145, 2
146, 1
147, 1
148, 4
149, 1
150, 1
151, 1
152, 1
153, 1
154, 1
155, 30
156, 1
157, 1
158, 1
159, 1
160, 1
161, 1
162, 1
163, 1
164, 1
165, 1
166, 1
167, 1
168, 2
169, 1
170, 1
171, 1
172, 1
173, 1
174, 1
175, 1
176, 1
177, 1
178, 1
179, 1
180, 1
181, 1
182, 5
183, 2
184, 2
185, 2
186, 1
187, 10
188, 1
189, 1
190, 1
191, 1
192, 4
193, 5
194, 1
195, 1
196, 7
197, 5
198, 3
199, 2
200, 2
201, 2
202, 1
203, 1
204, 1
205, 2
206, 1
207, 1
208, 24
209, 1
210, 1
211, 2
212, 1
213, 1
214, 1
215, 1
216, 1
217, 1
218, 1
219, 1
220, 5
221, 1
222, 16
223, 15
224, 1
225, 7
226, 15
227, 21
228, 28
229, 2
230, 9
231, 1
232, 21
233, 1
234, 11
235, 16
236, 46
237, 7
238, 13
239, 2
240, 17
241, 1
242, 1
243, 1
244, 1
245, 1
246, 1
247, 1
248, 1
249, 1
250, 2
251, 1
252, 2
253, 19
254, 1
255, 1
256, 2
257, 1
258, 1
259, 1
260, 1
261, 1
262, 2
263, 2
264, 3
265, 1
266, 1
267, 1
268, 2
269, 1
270, 1
271, 2
272, 1
273, 1
274, 42
275, 2
276, 2
277, 4
278, 1
279, 2
280, 1
281, 1
282, 3
283, 1
284, 1
285, 7
286, 1
287, 1
288, 1
289, 3
290, 7
291, 3
292, 16
293, 2
294, 6
295, 1
296, 1
297, 1
298, 1
299, 1
300, 2
301, 1
302, 1
303, 1
304, 1
305, 1
306, 2
307, 1
308, 2
309, 1
310, 2
311, 2
312, 1
313, 1
314, 1
315, 1
316, 1
317, 1
318, 3
319, 1
320, 1
321, 1
322, 1
323, 1
324, 1
325, 4
326, 20
327, 4
328, 1
329, 3
330, 10
331, 12
332, 21
333, 14
334, 13
335, 4
336, 6
337, 7
338, 4
339, 13
340, 6
341, 6
342, 1
343, 1
344, 4
345, 1
346, 1
347, 2
348, 3
349, 3
350, 1
351, 13
352, 2
353, 14
354, 5
355, 1
356, 14
357, 2
358, 1
359, 3
360, 4
361, 1
362, 8
363, 1
364, 1
365, 1
366, 3
367, 1
368, 25
369, 4
370, 1
371, 1
372, 1
373, 1
374, 3
375, 1
376, 1
377, 1
378, 1
379, 1
380, 1
381, 1
382, 1
383, 1
384, 1
385, 2
386, 1
387, 1
388, 1
389, 1
390, 1
391, 1
392, 1
393, 2
394, 2
395, 8
396, 1
397, 1
398, 1
399, 1
400, 1
401, 1
402, 1
403, 4
404, 1
405, 1
406, 1
407, 5
408, 1
409, 1
410, 1
411, 1
412, 2
413, 4
414, 1
415, 1
416, 1
417, 3
418, 1
419, 1
420, 1
421, 1
422, 1
423, 1
424, 1
425, 1
426, 1
427, 1
428, 1
429, 1
430, 1
431, 35
432, 4
433, 36
434, 3
435, 2
436, 2
437, 11
438, 4
439, 2
440, 2
441, 2
442, 2
443, 2
444, 9
445, 1
446, 1
447, 2
448, 18
449, 1
450, 1
451, 2
452, 2
453, 1
454, 1
455, 1
