00001, 0.158600, 1
00002, 0.999200, 57
00003, 0.079300, 0
00004, 0.066800, 0
00005, 0.528000, 26
00006, 0.995500, 3
00007, 0.250500, 15
00008, 0.996500, 164
00009, 0.058600, 0
00010, 0.104500, 1
00011, 0.681800, 49
00012, 0.111000, 0
00013, 0.089500, 0
00014, 0.086000, 0
00015, 0.063800, 0
00016, 0.326600, 8
00017, 0.104600, 0
00018, 0.058600, 0
00019, 0.126700, 1
00020, 0.468800, 23
00021, 0.587900, 29
00022, 0.580800, 24
00023, 0.995100, 15
00024, 0.127400, 1
00025, 0.078000, 0
00026, 0.092600, 2
00027, 0.584000, 45
00028, 0.076900, 0
00029, 0.511500, 38
00030, 0.205900, 7
00031, 0.101500, 2
00032, 0.070700, 0
00033, 0.067600, 0
00034, 0.178000, 6
00035, 0.062500, 0
00036, 0.062400, 0
00037, 0.052000, 0
00038, 0.118700, 1
00039, 0.103400, 0
00040, 0.522600, 16
00041, 0.099600, 0
00042, 0.111500, 1
00043, 0.105200, 1
00044, 0.078200, 1
00045, 0.065500, 1
00046, 0.069500, 0
00047, 0.082900, 1
00048, 0.085700, 0
00049, 0.067100, 0
00050, 0.348400, 9
00051, 0.083600, 0
00052, 0.066700, 0
00053, 0.094800, 0
00054, 0.168400, 7
00055, 0.069300, 0
00056, 0.067500, 0
00057, 0.071000, 0
00058, 0.125200, 5
00059, 0.064100, 0
00060, 0.151100, 5
00061, 0.068900, 1
00062, 0.056300, 0
00063, 0.545500, 22
00064, 0.176400, 4
00065, 0.063900, 0
00066, 0.079400, 0
00067, 0.071800, 0
00068, 0.059700, 0
00069, 0.074400, 0
00070, 0.110300, 0
00071, 0.049600, 0
00072, 0.064800, 0
00073, 0.072300, 0
00074, 0.056700, 0
00075, 0.089500, 2
00076, 0.080700, 0
00077, 0.073700, 0
00078, 0.051200, 0
00079, 0.098200, 0
00080, 0.071200, 0
00081, 0.065500, 0
00082, 0.058000, 0
00083, 0.049000, 0
00084, 0.069000, 0
00085, 0.062600, 0
00086, 0.465200, 18
00087, 0.068000, 0
00088, 0.081700, 0
00089, 0.078000, 0
00090, 0.074200, 1
00091, 0.073200, 0
00092, 0.186900, 12
00093, 0.064400, 0
00094, 0.069400, 0
00095, 0.050900, 0
