01, 0.842800, 2
02, 0.563300, 1
03, 0.985300, 4
04, 0.785500, 2
05, 0.672200, 1
06, 0.634500, 1
07, 1.000000, 9
08, 0.656800, 1
09, 0.635700, 1
10, 0.612100, 1
11, 0.612100, 1
12, 0.559600, 2
13, 0.549100, 1
14, 0.604200, 1
15, 0.802700, 2
16, 0.579900, 1
17, 0.804700, 2
18, 0.510100, 1
19, 0.788900, 2
20, 0.538800, 1
21, 1.000000, 40
22, 0.561400, 1
23, 0.600700, 1
24, 0.530200, 1
25, 0.576300, 1
26, 0.544700, 1
27, 0.598400, 1
28, 0.546000, 1
29, 0.515000, 1
30, 0.521000, 2
31, 0.993500, 9
32, 0.590900, 1
33, 0.564500, 1
34, 0.550500, 1
35, 1.000000, 8
36, 0.519900, 1
37, 0.513900, 1
38, 0.543500, 1
39, 0.985200, 12
40, 0.483800, 1
41, 0.537300, 1
42, 0.501100, 1
43, 0.545400, 1
44, 0.534300, 1
45, 0.553200, 1
46, 0.461200, 1
47, 0.866900, 2
48, 0.507000, 1
49, 0.471200, 1
50, 0.528300, 1
51, 0.535000, 1
52, 0.509100, 1
53, 0.517400, 1
54, 0.569900, 1
55, 0.508900, 1
56, 0.498100, 1
57, 0.449100, 1
58, 0.456900, 1
59, 0.506400, 1
60, 0.477100, 1
61, 0.472400, 1
62, 0.663700, 2
63, 0.462400, 1
64, 0.494400, 1
65, 0.458300, 1
66, 0.490300, 1
67, 0.450500, 1
68, 0.475900, 1
69, 1.000000, 17
70, 0.452100, 1
71, 0.452200, 1
72, 0.461000, 1
73, 0.732900, 2
74, 0.453500, 1
75, 0.451900, 1
76, 0.496000, 1
77, 0.523500, 1
78, 0.506500, 1
79, 0.505500, 1
80, 0.422200, 1
81, 0.465400, 1
82, 0.536300, 1
83, 0.446000, 1
84, 0.462000, 1
85, 0.477800, 1
86, 0.424800, 1
87, 0.445800, 1
88, 0.495100, 1
89, 0.454100, 1
90, 0.488000, 1
91, 0.479200, 1
92, 0.524500, 1
93, 0.521900, 1
94, 0.497100, 1
95, 0.528400, 1
96, 0.481100, 1
97, 0.458000, 1
98, 0.505900, 1
99, 0.489800, 1
100, 0.529200, 1
