# root_node:701
# size:30457
1|2|0
1|3|-1
4|5|0
6|7|-1
6|8|-1
6|9|-1
10|11|-1
12|13|-1
12|14|-1
15|16|0
15|17|-1
15|18|-1
19|4|-1
19|20|0
21|22|0
23|24|-1
23|25|-1
23|26|0
23|27|-1
23|28|0
23|29|0
23|30|0
23|31|0
23|32|0
23|33|0
23|34|0
23|35|0
23|36|0
23|37|0
23|38|0
23|39|0
23|40|0
23|41|0
23|42|0
23|43|0
23|44|0
23|45|0
23|46|0
23|47|0
23|48|0
23|49|0
23|50|0
23|51|0
23|52|0
23|53|0
23|54|0
23|55|0
23|56|0
23|57|0
23|58|0
23|59|0
23|60|0
23|61|0
23|62|0
23|63|0
23|64|0
23|65|0
23|66|0
23|67|0
23|68|0
23|69|0
23|70|0
23|71|0
23|72|0
23|73|0
23|74|-1
23|75|-1
23|76|0
23|77|0
23|78|0
23|79|0
23|80|0
23|81|0
23|82|-1
23|8|0
23|83|0
23|84|0
23|85|-1
23|86|0
23|87|0
23|88|0
23|89|0
23|90|0
23|91|0
23|92|0
23|93|0
23|94|-1
23|95|0
23|96|0
23|97|0
23|98|0
99|51|0
100|101|-1
102|103|-1
102|104|-1
102|105|-1
102|106|-1
102|107|-1
102|108|-1
102|109|-1
102|110|-1
102|111|-1
102|112|0
102|113|-1
102|114|-1
102|115|-1
102|116|-1
102|117|-1
102|118|-1
102|119|-1
102|120|0
121|122|0
123|124|-1
123|125|-1
123|126|-1
123|127|-1
123|128|-1
123|129|-1
123|130|-1
123|131|-1
123|132|-1
123|133|-1
123|134|-1
123|135|-1
123|136|-1
123|137|-1
123|138|-1
123|139|-1
123|140|-1
123|141|-1
123|142|-1
123|143|-1
123|144|-1
145|146|-1
147|148|-1
147|149|-1
147|150|-1
147|151|-1
147|152|-1
153|154|-1
153|155|-1
153|156|0
153|157|-1
153|158|-1
153|159|-1
153|160|-1
153|161|-1
153|162|-1
153|163|-1
153|164|0
153|165|-1
153|166|-1
