# root_node:1764
# size:508
760|42909|-1
760|201612|-1
1120|6720|0
1120|8596|0
1120|14650|-1
1120|35052|-1
1120|49488|-1
1120|200070|-1
1764|1853|-1
1764|5403|-1
1764|5404|-1
1764|6720|0
1764|8387|-1
1764|8412|-1
1764|8596|-1
1764|8692|-1
1764|9023|-1
1764|12577|-1
1764|12654|0
1764|13008|-1
1764|13042|-1
1764|15498|-1
1764|16172|-1
1764|20704|-1
1764|21013|-1
1764|21079|-1
1764|21360|-1
1764|25053|-1
1764|25255|-1
1764|25447|-1
1764|25522|-1
1764|28771|-1
1764|28857|-1
1764|28880|-1
1764|28889|-1
1764|29056|-1
1764|29161|-1
1764|29287|-1
1764|29429|-1
1764|29545|-1
1764|29677|-1
1764|30971|-1
1764|31125|-1
1764|31394|-1
1764|33890|-1
1764|33917|-1
1764|35317|-1
1764|35492|-1
1764|39394|-1
1764|39508|-1
1764|41363|-1
1764|42378|-1
1764|42557|-1
1764|42572|-1
1764|42715|-1
1764|42829|-1
1764|43916|-1
1764|44133|-1
1764|44191|-1
1764|44385|-1
1764|44594|-1
1764|44753|-1
1764|44865|-1
1764|47297|0
1764|48984|-1
1764|49882|-1
1764|50047|-1
1764|51184|-1
1764|51454|-1
1764|51556|-1
1764|51890|-1
1764|57763|-1
1764|59779|-1
1764|59789|-1
1764|60368|-1
1764|60520|-1
1764|60587|-1
1764|62239|-1
1764|196697|-1
1764|197458|-1
1764|197636|-1
1764|197999|-1
1764|198650|-1
1764|199015|-1
1764|199205|-1
1764|199217|-1
1764|199236|-1
1764|199893|-1
1764|200112|-1
1764|201535|-1
1764|201951|-1
1853|679|-1
1853|760|-1
1853|1109|-1
1853|1110|-1
1853|1111|-1
1853|1112|-1
1853|1113|-1
1853|1114|-1
1853|1117|-1
1853|1120|-1
1853|1205|-1
1853|1776|-1
1853|2036|-1
1853|2494|-1
1853|2607|-1
1853|5403|0
1853|6720|-1
1853|6798|0
1853|8387|0
1853|8412|0
1853|8501|-1
1853|8596|0
1853|8692|-1
1853|12577|0
1853|12991|-1
1853|15498|0
1853|16314|-1
1853|20704|0
1853|21013|0
1853|21360|0
1853|24992|0
1853|25255|0
1853|25447|0
1853|28857|0
1853|28889|0
1853|29056|0
1853|29287|0
1853|29545|0
1853|30971|-1
1853|33890|0
1853|34183|0
1853|35052|-1
1853|35339|0
1853|38955|0
