1, 2
2, 15
3, 5
4, 7
5, 1
6, 2
7, 10
8, 1
9, 15
10, 2
11, 1
12, 16
13, 2
14, 2
15, 1
16, 2
17, 1
18, 1
19, 1
20, 1
21, 1
22, 1
23, 1
24, 1
25, 1
26, 1
27, 1
28, 2
29, 1
30, 13
31, 8
32, 152
33, 146
34, 145
35, 148
36, 1
37, 133
38, 1
39, 146
40, 1
41, 7
42, 7
43, 2
44, 37
45, 1
46, 2
47, 3
48, 1
49, 1
50, 1
51, 1
52, 1
53, 1
54, 1
55, 1
56, 1
57, 1
58, 2
59, 2
60, 5
61, 2
62, 1
63, 1
64, 2
65, 1
66, 2
67, 2
68, 1
69, 1
70, 5
71, 1
72, 2
73, 2
74, 2
75, 1
76, 3
77, 1
78, 3
79, 25
80, 2
81, 10
82, 11
83, 1
84, 2
85, 24
86, 1
87, 7
88, 11
89, 1
90, 9
91, 2
92, 2
93, 1
94, 8
95, 1
96, 7
97, 1
98, 8
99, 1
100, 1
101, 1
102, 1
103, 108
104, 3
105, 1
106, 2
107, 5
108, 15
109, 2
110, 1
111, 1
112, 8
113, 1
114, 2
115, 1
116, 1
117, 1
118, 1
119, 1
120, 1
121, 1
122, 2
123, 2
124, 1
125, 1
126, 2
127, 1
128, 1
129, 1
130, 2
131, 30
132, 6
133, 1
134, 1
135, 2
136, 1
137, 2
138, 1
139, 1
140, 2
141, 1
142, 2
143, 1
144, 2
145, 1
146, 1
147, 2
148, 2
149, 1
150, 2
151, 1
152, 1
153, 2
154, 2
155, 1
156, 1
157, 1
158, 1
159, 1
160, 1
161, 1
162, 11
163, 1
164, 1
165, 4
166, 1
167, 1
168, 5
169, 2
170, 1
171, 2
172, 1
173, 2
174, 2
175, 1
176, 1
177, 1
178, 1
179, 1
180, 3
181, 1
182, 8
183, 1
184, 1
185, 2
186, 2
187, 1
188, 1
189, 1
190, 1
191, 1
192, 2
193, 1
194, 2
195, 1
196, 2
197, 1
198, 1
199, 1
200, 3
201, 1
202, 1
203, 2
204, 1
205, 2
206, 1
207, 9
208, 327
209, 81
210, 10
211, 4
212, 1
213, 1
214, 1
215, 2
216, 2
217, 1
218, 1
219, 2
220, 1
221, 1
222, 1
223, 1
224, 1
225, 1
226, 1
227, 1
228, 1
229, 1
230, 1
231, 1
232, 1
233, 2
234, 1
235, 1
236, 1
237, 2
238, 1
239, 1
240, 1
241, 1
242, 8
243, 1
244, 1
245, 1
246, 1
247, 1
248, 1
249, 1
250, 1
251, 2
252, 1
253, 1
254, 1
255, 1
256, 1
257, 1
258, 1
259, 1
260, 1
261, 1
262, 1
263, 1
264, 1
265, 1
266, 1
267, 1
268, 1
269, 1
270, 1
271, 8
272, 1
273, 1
274, 16
275, 7
276, 1
277, 1
278, 1
279, 13
280, 1
281, 21
282, 9
283, 2
284, 7
285, 1
286, 7
287, 7
288, 8
289, 9
290, 1
291, 7
292, 7
293, 7
294, 10
295, 24
296, 1
297, 11
298, 7
299, 1
300, 1
301, 8
302, 1
303, 7
304, 1
305, 9
306, 8
307, 35
308, 10
309, 13
310, 8
311, 6
312, 7
313, 4
314, 1
315, 1
316, 21
317, 11
318, 7
319, 1
320, 3
321, 1
322, 8
323, 7
324, 1
325, 1
326, 11
327, 2
328, 16
329, 1
330, 2
331, 1
332, 1
333, 1
334, 6
335, 7
336, 1
337, 1
338, 1
339, 1
340, 12
341, 1
342, 1
343, 7
344, 23
345, 9
346, 7
347, 1
348, 1
349, 1
350, 1
351, 1
352, 2
353, 2
354, 1
355, 9
356, 1
357, 1
358, 1
359, 3
360, 1
361, 1
362, 8
363, 7
364, 1
365, 2
366, 1
367, 1
368, 1
369, 6
370, 1
371, 8
372, 1
373, 1
374, 1
375, 1
376, 1
377, 1
378, 1
379, 1
380, 1
381, 8
382, 2
383, 1
384, 1
385, 1
386, 1
387, 2
388, 1
389, 1
390, 1
391, 3
392, 1
393, 4
394, 8
395, 7
396, 1
397, 1
398, 1
399, 2
400, 1
401, 8
402, 1
403, 18
404, 2
405, 7
406, 1
407, 6
408, 8
409, 7
410, 1
411, 3
412, 8
413, 10
414, 8
415, 7
416, 6
417, 1
418, 9
419, 1
420, 5
421, 4
422, 1
423, 1
424, 7
425, 1
426, 1
427, 1
428, 1
429, 1
430, 2
431, 1
432, 1
433, 4
434, 1
435, 1
436, 1
437, 1
438, 8
439, 2
440, 1
441, 1
442, 3
443, 1
444, 1
445, 2
446, 1
447, 1
448, 1
449, 2
450, 2
451, 9
