# root_node:5
# size:30
5|262659|-1
28668|262281|-1
52579|28335|-1
52579|28337|-1
52579|28668|-1
52579|52563|-1
52579|61932|-1
52579|262579|-1
52579|262708|-1
52579|262755|-1
52579|263314|-1
52579|263347|-1
52579|263502|-1
262493|14463|-1
262493|52638|-1
262493|52760|-1
262493|52989|-1
262493|264352|-1
262659|52579|-1
262659|52621|-1
262659|262493|-1
262659|262622|-1
262659|262662|-1
262659|262755|-1
262659|263470|-1
262659|263541|-1
263314|52638|-1
263314|61799|-1
263314|262702|-1
263314|262986|-1
263314|263572|-1
